Integer, Steps, Result
291,4,6996
292,0,292
293,3,2992
294,4,9339
296,7,881188
297,5,79497
298,3,3113
299,3,5335
300,1,303
301,1,404
302,1,505
303,0,303
304,1,707
305,1,808
306,1,909
307,2,1111
308,1,1111
309,2,3333
310,1,323
311,1,424
312,1,525
313,0,313
314,1,727
315,1,828
316,1,929
317,2,1331
318,2,2442
319,2,3553
320,1,343
321,1,444
322,1,545
323,0,323
324,1,747
325,1,848
326,1,949
327,2,1551
328,2,2662
329,2,3773
330,1,363
331,1,464
332,1,565
333,0,333
334,1,767
335,1,868
336,1,969
337,2,1771
338,2,2882
339,2,3993
340,1,383
341,1,484
342,1,585
343,0,343
344,1,787
345,1,888
346,1,989
347,2,1991
348,3,5115
349,3,7337
350,2,707
351,2,909
352,2,1111
353,0,353
354,3,6666
355,3,8888
356,3,11011
357,2,1221
358,2,2332
359,2,3443
360,2,747
361,2,949
362,3,2662
363,0,363
364,5,45254
365,11,88555588
366,3,13431
367,2,1441
368,2,2552
369,2,3663
370,2,787
371,2,989
372,4,5115
373,0,373
374,5,44044
375,15,8836886388
376,3,15851
377,2,1661
378,2,2772
379,2,3883
380,6,45254
381,4,13431
382,3,2552
383,0,383
384,3,6996
385,23,8813200023188
386,7,233332
387,2,1881
388,2,2992
389,3,7117
390,4,6996
391,8,233332
392,3,2992
393,0,393
395,7,881188
396,5,79497
397,3,3113
398,3,5335
399,3,7557
400,1,404
401,1,505
402,1,606
403,1,707
404,0,404
405,1,909
406,2,1111
407,1,1111
408,2,3333
409,2,4444
410,1,424
411,1,525
412,1,626
413,1,727
414,0,414
415,1,929
416,2,1331
417,2,2442
418,2,3553
419,2,4664
420,1,444
421,1,545
422,1,646
423,1,747
424,0,424
425,1,949
426,2,1551
427,2,2662
428,2,3773
429,2,4884
430,1,464
431,1,565
432,1,666
433,1,767
434,0,434
435,1,969
436,2,1771
437,2,2882
438,2,3993
439,3,9119
440,1,484
441,1,585
442,1,686
443,1,787
444,0,444
445,1,989
446,2,1991
447,3,5115
448,3,7337
449,3,9559
450,2,909
451,2,1111
452,3,4444
453,3,6666
454,0,454
455,3,11011
456,2,1221
457,2,2332
458,2,3443
459,2,4554
460,2,949
461,3,2662
462,3,4884
463,5,45254
464,0,464
465,3,13431
466,2,1441
467,2,2552
468,2,3663
469,2,4774
470,2,989
471,4,5115
472,4,9559
473,5,44044
474,0,474
475,3,15851
476,2,1661
477,2,2772
478,2,3883
479,2,4994
480,4,13431
481,3,2552
482,3,4774
483,3,6996
484,0,484
485,7,233332
486,2,1881
487,2,2992
488,3,7117
489,3,9339
490,8,233332
491,3,2992
492,4,9339
494,0,494
495,5,79497
496,3,3113
497,3,5335
498,3,7557
499,3,9779
500,1,505
501,1,606
502,1,707
503,1,808
504,1,909
505,0,505
506,1,1111
507,2,3333
508,2,4444
509,2,5555
510,1,525
511,1,626
512,1,727
513,1,828
514,1,929
515,0,515
516,2,2442
517,2,3553
518,2,4664
519,2,5775
520,1,545
521,1,646
522,1,747
523,1,848
524,1,949
525,0,525
526,2,2662
527,2,3773
528,2,4884
529,2,5995
530,1,565
531,1,666
532,1,767
533,1,868
534,1,969
535,0,535
536,2,2882
537,2,3993
538,3,9119
539,4,25652
540,1,585
541,1,686
542,1,787
543,1,888
544,1,989
545,0,545
546,3,5115
547,3,7337
548,3,9559
549,5,59895
550,2,1111
551,3,4444
552,3,6666
553,3,8888
554,3,11011
555,0,555
556,2,2332
557,2,3443
558,2,4554
559,2,5665
560,3,2662
561,3,4884
562,5,45254
563,11,88555588
564,3,13431
565,0,565
566,2,2552
567,2,3663
568,2,4774
569,2,5885
570,4,5115
571,4,9559
572,5,44044
573,15,8836886388
574,3,15851
575,0,575
576,2,2772
577,2,3883
578,2,4994
579,4,23232
580,3,2552
581,3,4774
582,3,6996
583,23,8813200023188
584,7,233332
585,0,585
586,2,2992
587,3,7117
588,3,9339
589,8,1136311
590,3,2992
591,4,9339
593,7,881188
594,5,79497
595,0,595
596,3,5335
597,3,7557
598,3,9779
599,4,22022
600,1,606
601,1,707
602,1,808
603,1,909
604,2,1111
605,1,1111
606,0,606
607,2,4444
608,2,5555
609,2,6666
610,1,626
611,1,727
612,1,828
613,1,929
614,2,1331
615,2,2442
616,0,616
617,2,4664
618,2,5775
619,2,6886
620,1,646
621,1,747
622,1,848
623,1,949
624,2,1551
625,2,2662
626,0,626
627,2,4884
628,2,5995
629,4,45254
630,1,666
631,1,767
632,1,868
633,1,969
634,2,1771
635,2,2882
636,0,636
637,3,9119
638,4,25652
639,5,99099
640,1,686
641,1,787
642,1,888
643,1,989
644,2,1991
645,3,5115
646,0,646
647,3,9559
648,5,59895
649,4,44044
650,3,4444
651,3,6666
652,3,8888
653,3,11011
654,2,1221
655,2,2332
656,0,656
657,2,4554
658,2,5665
659,2,6776
660,3,4884
661,5,45254
662,11,88555588
663,3,13431
664,2,1441
665,2,2552
666,0,666
667,2,4774
668,2,5885
669,2,6996
670,4,9559
671,5,44044
672,15,8836886388
673,3,15851
674,2,1661
675,2,2772
676,0,676
677,2,4994
678,4,23232
679,4,47674
680,3,4774
681,3,6996
682,23,8813200023188
683,7,233332
684,2,1881
685,2,2992
686,0,686
687,3,9339
688,8,1136311
690,4,9339
692,7,881188
693,5,79497
694,3,3113
695,3,5335
696,0,696
697,3,9779
698,4,22022
699,4,46464
700,1,707
701,1,808
702,1,909
703,2,1111
704,1,1111
705,2,3333
706,2,4444
707,0,707
708,2,6666
709,2,7777
710,1,727
711,1,828
712,1,929
713,2,1331
714,2,2442
715,2,3553
716,2,4664
717,0,717
718,2,6886
719,2,7997
720,1,747
721,1,848
722,1,949
723,2,1551
724,2,2662
725,2,3773
726,2,4884
727,0,727
728,4,45254
729,4,69696
730,1,767
731,1,868
732,1,969
733,2,1771
734,2,2882
735,2,3993
736,3,9119
737,0,737
738,5,99099
739,17,5233333325
740,1,787
741,1,888
742,1,989
743,2,1991
744,3,5115
745,3,7337
746,3,9559
747,0,747
748,4,44044
749,4,68486
750,3,6666
751,3,8888
752,3,11011
753,2,1221
754,2,2332
755,2,3443
756,2,4554
757,0,757
758,2,6776
759,2,7887
760,5,45254
761,11,88555588
762,3,13431
763,2,1441
764,2,2552
765,2,3663
766,2,4774
767,0,767
768,2,6996
769,4,67276
770,5,44044
771,15,8836886388
772,3,15851
773,2,1661
774,2,2772
775,2,3883
776,2,4994
777,0,777
778,4,47674
779,6,475574
780,3,6996
781,23,8813200023188
782,7,233332
783,2,1881
784,2,2992
785,3,7117
786,3,9339
787,0,787
789,4,66066
791,7,881188
792,5,79497
793,3,3113
794,3,5335
795,3,7557
796,3,9779
797,0,797
798,4,46464
799,6,449944
800,1,808
801,1,909
802,2,1111
803,1,1111
804,2,3333
805,2,4444
806,2,5555
807,2,6666
808,0,808
809,2,8888
810,1,828
811,1,929
812,2,1331
813,2,2442
814,2,3553
815,2,4664
816,2,5775
817,2,6886
818,0,818
819,4,89298
820,1,848
821,1,949
822,2,1551
823,2,2662
824,2,3773
825,2,4884
826,2,5995
827,4,45254
828,0,828
829,10,88555588
830,1,868
831,1,969
832,2,1771
833,2,2882
834,2,3993
835,3,9119
836,4,25652
837,5,99099
838,0,838
839,4,88088
840,1,888
841,1,989
842,2,1991
843,3,5115
844,3,7337
845,3,9559
846,5,59895
847,4,44044
848,0,848
849,14,8836886388
850,3,8888
851,3,11011
852,2,1221
853,2,2332
854,2,3443
855,2,4554
856,2,5665
857,2,6776
858,0,858
859,2,8998
860,11,88555588
861,3,13431
862,2,1441
863,2,2552
864,2,3663
865,2,4774
866,2,5885
867,2,6996
868,0,868
869,22,8813200023188
870,15,8836886388
871,3,15851
872,2,1661
873,2,2772
874,2,3883
875,2,4994
876,4,23232
877,4,47674
878,0,878
880,23,8813200023188
881,7,233332
882,2,1881
883,2,2992
884,3,7117
885,3,9339
886,8,1136311
888,0,888
889,6,881188
890,7,881188
891,5,79497
892,3,3113
893,3,5335
894,3,7557
895,3,9779
896,4,22022
897,4,46464
898,0,898
899,17,133697796331
900,1,909
901,2,1111
902,1,1111
903,2,3333
904,2,4444
905,2,5555
906,2,6666
907,2,7777
908,2,8888
909,0,909
910,1,929
911,2,1331
912,2,2442
913,2,3553
914,2,4664
915,2,5775
916,2,6886
917,2,7997
918,4,89298
919,0,919
920,1,949
921,2,1551
922,2,2662
923,2,3773
924,2,4884
925,2,5995
926,4,45254
927,4,69696
928,10,88555588
929,0,929
930,1,969
931,2,1771
932,2,2882
933,2,3993
934,3,9119
935,4,25652
936,5,99099
937,17,5233333325
938,4,88088
939,0,939
940,1,989
941,2,1991
942,3,5115
943,3,7337
944,3,9559
945,5,59895
946,4,44044
947,4,68486
948,14,8836886388
949,0,949
950,3,11011
951,2,1221
952,2,2332
953,2,3443
954,2,4554
955,2,5665
956,2,6776
957,2,7887
958,2,8998
959,0,959
960,3,13431
961,2,1441
962,2,2552
963,2,3663
964,2,4774
965,2,5885
966,2,6996
967,4,67276
968,22,8813200023188
969,0,969
970,3,15851
971,2,1661
972,2,2772
973,2,3883
974,2,4994
975,4,23232
976,4,47674
977,6,475574
979,0,979
980,7,233332
981,2,1881
982,2,2992
983,3,7117
984,3,9339
985,8,1136311
987,4,66066
988,6,881188
989,0,989
990,5,79497
991,3,3113
992,3,5335
993,3,7557
994,3,9779
995,4,22022
996,4,46464
997,6,449944
998,17,133697796331
999,0,999
1000,1,1001
1001,0,1001
1002,1,3003
1003,1,4004
1004,1,5005
1005,1,6006
1006,1,7007
1007,1,8008
1008,1,9009
1009,2,11011
1010,1,1111
1011,1,2112
1012,1,3113
1013,1,4114
1014,1,5115
1015,1,6116
1016,1,7117
1017,1,8118
1018,1,9119
1019,2,12221
1020,1,1221
1021,1,2222
1022,1,3223
1023,1,4224
1024,1,5225
1025,1,6226
1026,1,7227
1027,1,8228
1028,1,9229
1029,2,13431
1030,1,1331
1031,1,2332
1032,1,3333
1033,1,4334
1034,1,5335
1035,1,6336
1036,1,7337
1037,1,8338
1038,1,9339
1039,2,14641
1040,1,1441
1041,1,2442
1042,1,3443
1043,1,4444
1044,1,5445
1045,1,6446
1046,1,7447
1047,1,8448
1048,1,9449
1049,2,15851
1050,1,1551
1051,1,2552
1052,1,3553
1053,1,4554
1054,1,5555
1055,1,6556
1056,1,7557
1057,1,8558
1058,1,9559
1059,4,56265
1060,1,1661
1061,1,2662
1062,1,3663
1063,1,4664
1064,1,5665
1065,1,6666
1066,1,7667
1067,1,8668
1068,1,9669
1069,6,233332
1070,1,1771
1071,1,2772
1072,1,3773
1073,1,4774
1074,1,5775
1075,1,6776
1076,1,7777
1077,1,8778
1078,1,9779
1079,6,229922
1080,1,1881
1081,1,2882
1082,1,3883
1083,1,4884
1084,1,5885
1085,1,6886
1086,1,7887
1087,1,8888
1088,1,9889
1089,4,79497
1090,1,1991
1091,1,2992
1092,1,3993
1093,1,4994
1094,1,5995
1095,1,6996
1096,1,7997
1097,1,8998
1098,1,9999
1099,2,11011
1100,1,1111
1101,1,2112
1102,1,3113
1103,1,4114
1104,1,5115
1105,1,6116
1106,1,7117
1107,1,8118
1108,1,9119
1109,2,12221
1110,1,1221
1111,0,1111
1112,1,3223
1113,1,4224
1114,1,5225
1115,1,6226
1116,1,7227
1117,1,8228
1118,1,9229
1119,2,13431
1120,1,1331
1121,1,2332
1122,1,3333
1123,1,4334
1124,1,5335
1125,1,6336
1126,1,7337
1127,1,8338
1128,1,9339
1129,2,14641
1130,1,1441
1131,1,2442
1132,1,3443
1133,1,4444
1134,1,5445
1135,1,6446
1136,1,7447
1137,1,8448
1138,1,9449
1139,2,15851
1140,1,1551
1141,1,2552
1142,1,3553
1143,1,4554
1144,1,5555
1145,1,6556
1146,1,7557
1147,1,8558
1148,1,9559
1149,4,56265
1150,1,1661
1151,1,2662
1152,1,3663
1153,1,4664
1154,1,5665
1155,1,6666
1156,1,7667
1157,1,8668
1158,1,9669
1159,6,233332
1160,1,1771
1161,1,2772
1162,1,3773
1163,1,4774
1164,1,5775
1165,1,6776
1166,1,7777
1167,1,8778
1168,1,9779
1169,6,229922
1170,1,1881
1171,1,2882
1172,1,3883
1173,1,4884
1174,1,5885
1175,1,6886
1176,1,7887
1177,1,8888
1178,1,9889
1179,4,79497
1180,1,1991
1181,1,2992
1182,1,3993
1183,1,4994
1184,1,5995
1185,1,6996
1186,1,7997
1187,1,8998
1188,1,9999
1189,2,11011
1190,2,3113
1191,2,5115
1192,2,7117
1193,2,9119
1194,3,23232
1195,3,45254
1196,3,67276
1197,3,89298
1198,3,112211
1199,2,12221
1200,1,1221
1201,1,2222
1202,1,3223
1203,1,4224
1204,1,5225
1205,1,6226
1206,1,7227
1207,1,8228
1208,1,9229
1209,2,13431
1210,1,1331
1211,1,2332
1212,1,3333
1213,1,4334
1214,1,5335
1215,1,6336
1216,1,7337
1217,1,8338
1218,1,9339
1219,2,14641
1220,1,1441
1221,0,1221
1222,1,3443
1223,1,4444
1224,1,5445
1225,1,6446
1226,1,7447
1227,1,8448
1228,1,9449
1229,2,15851
1230,1,1551
1231,1,2552
1232,1,3553
1233,1,4554
1234,1,5555
1235,1,6556
1236,1,7557
1237,1,8558
1238,1,9559
1239,4,56265
1240,1,1661
1241,1,2662
1242,1,3663
1243,1,4664
1244,1,5665
1245,1,6666
1246,1,7667
1247,1,8668
1248,1,9669
1249,6,233332
1250,1,1771
1251,1,2772
1252,1,3773
1253,1,4774
1254,1,5775
1255,1,6776
1256,1,7777
1257,1,8778
1258,1,9779
1259,6,229922
1260,1,1881
1261,1,2882
1262,1,3883
1263,1,4884
1264,1,5885
1265,1,6886
1266,1,7887
1267,1,8888
1268,1,9889
1269,4,79497
1270,1,1991
1271,1,2992
1272,1,3993
1273,1,4994
1274,1,5995
1275,1,6996
1276,1,7997
1277,1,8998
1278,1,9999
1279,2,11011
1280,2,3113
1281,2,5115
1282,2,7117
1283,2,9119
1284,3,23232
1285,3,45254
1286,3,67276
1287,3,89298
1288,3,112211
1289,2,12221
1290,2,3333
1291,2,5335
1292,2,7337
1293,2,9339
1294,3,25652
1295,3,47674
1296,3,69696
1297,21,8813200023188
1298,3,125521
1299,2,13431
1300,1,1331
1301,1,2332
1302,1,3333
1303,1,4334
1304,1,5335
1305,1,6336
1306,1,7337
1307,1,8338
1308,1,9339
1309,2,14641
1310,1,1441
1311,1,2442
1312,1,3443
1313,1,4444
1314,1,5445
1315,1,6446
1316,1,7447
1317,1,8448
1318,1,9449
1319,2,15851
1320,1,1551
1321,1,2552
1322,1,3553
1323,1,4554
1324,1,5555
1325,1,6556
1326,1,7557
1327,1,8558
1328,1,9559
1329,4,56265
1330,1,1661
1331,0,1331
1332,1,3663
1333,1,4664
1334,1,5665
1335,1,6666
1336,1,7667
1337,1,8668
1338,1,9669
1339,6,233332
1340,1,1771
1341,1,2772
1342,1,3773
1343,1,4774
1344,1,5775
1345,1,6776
1346,1,7777
1347,1,8778
1348,1,9779
1349,6,229922
1350,1,1881
1351,1,2882
1352,1,3883
1353,1,4884
1354,1,5885
1355,1,6886
1356,1,7887
1357,1,8888
1358,1,9889
1359,4,79497
1360,1,1991
1361,1,2992
1362,1,3993
1363,1,4994
1364,1,5995
1365,1,6996
1366,1,7997
1367,1,8998
1368,1,9999
1369,2,11011
1370,2,3113
1371,2,5115
1372,2,7117
1373,2,9119
1374,3,23232
1375,3,45254
1376,3,67276
1377,3,89298
1378,3,112211
1379,2,12221
1380,2,3333
1381,2,5335
1382,2,7337
1383,2,9339
1384,3,25652
1385,3,47674
1386,3,69696
1387,21,8813200023188
1388,3,125521
1389,2,13431
1390,2,3553
1391,2,5555
1392,2,7557
1393,2,9559
1394,7,1136311
1395,4,99099
1396,5,475574
1397,9,88555588
1398,3,138831
1399,2,14641
1400,1,1441
1401,1,2442
1402,1,3443
1403,1,4444
1404,1,5445
1405,1,6446
1406,1,7447
1407,1,8448
1408,1,9449
1409,2,15851
1410,1,1551
1411,1,2552
1412,1,3553
1413,1,4554
1414,1,5555
1415,1,6556
1416,1,7557
1417,1,8558
1418,1,9559
1419,4,56265
1420,1,1661
1421,1,2662
1422,1,3663
1423,1,4664
1424,1,5665
1425,1,6666
1426,1,7667
1427,1,8668
1428,1,9669
1429,6,233332
1430,1,1771
1431,1,2772
1432,1,3773
1433,1,4774
1434,1,5775
1435,1,6776
1436,1,7777
1437,1,8778
1438,1,9779
1439,6,229922
1440,1,1881
1441,0,1441
1442,1,3883
1443,1,4884
1444,1,5885
1445,1,6886
1446,1,7887
1447,1,8888
1448,1,9889
1449,4,79497
1450,1,1991
1451,1,2992
1452,1,3993
1453,1,4994
1454,1,5995
1455,1,6996
1456,1,7997
1457,1,8998
1458,1,9999
1459,2,11011
1460,2,3113
1461,2,5115
1462,2,7117
1463,2,9119
1464,3,23232
1465,3,45254
1466,3,67276
1467,3,89298
1468,3,112211
1469,2,12221
1470,2,3333
1471,2,5335
1472,2,7337
1473,2,9339
1474,3,25652
1475,3,47674
1476,3,69696
1477,21,8813200023188
1478,3,125521
1479,2,13431
1480,2,3553
1481,2,5555
1482,2,7557
1483,2,9559
1484,7,1136311
1485,4,99099
1486,5,475574
1487,9,88555588
1488,3,138831
1489,2,14641
1490,2,3773
1491,2,5775
1492,2,7777
1493,2,9779
1494,4,59895
1496,16,5233333325
1498,4,293392
1499,2,15851
1500,1,1551
1501,1,2552
1502,1,3553
1503,1,4554
1504,1,5555
1505,1,6556
1506,1,7557
1507,1,8558
1508,1,9559
1509,4,56265
1510,1,1661
1511,1,2662
1512,1,3663
1513,1,4664
1514,1,5665
1515,1,6666
1516,1,7667
1517,1,8668
1518,1,9669
1519,6,233332
1520,1,1771
1521,1,2772
1522,1,3773
1523,1,4774
1524,1,5775
1525,1,6776
1526,1,7777
1527,1,8778
1528,1,9779
1529,6,229922
1530,1,1881
1531,1,2882
1532,1,3883
1533,1,4884
1534,1,5885
1535,1,6886
1536,1,7887
1537,1,8888
1538,1,9889
1539,4,79497
1540,1,1991
1541,1,2992
1542,1,3993
1543,1,4994
1544,1,5995
1545,1,6996
1546,1,7997
1547,1,8998
1548,1,9999
1549,2,11011
1550,2,3113
1551,0,1551
1552,2,7117
1553,2,9119
1554,3,23232
1555,3,45254
1556,3,67276
1557,3,89298
1558,3,112211
1559,2,12221
1560,2,3333
1561,2,5335
1562,2,7337
1563,2,9339
1564,3,25652
1565,3,47674
1566,3,69696
1567,21,8813200023188
1568,3,125521
1569,2,13431
1570,2,3553
1571,2,5555
1572,2,7557
1573,2,9559
1574,7,1136311
1575,4,99099
1576,5,475574
1577,9,88555588
1578,3,138831
1579,2,14641
1580,2,3773
1581,2,5775
1582,2,7777
1583,2,9779
1584,4,59895
1586,16,5233333325
1588,4,293392
1589,2,15851
1590,2,3993
1591,2,5995
1592,2,7997
1593,2,9999
1594,3,22022
1595,3,44044
1596,3,66066
1597,3,88088
1598,3,155551
1599,4,56265
1600,1,1661
1601,1,2662
1602,1,3663
1603,1,4664
1604,1,5665
1605,1,6666
1606,1,7667
1607,1,8668
1608,1,9669
1609,6,233332
1610,1,1771
1611,1,2772
1612,1,3773
1613,1,4774
1614,1,5775
1615,1,6776
1616,1,7777
1617,1,8778
1618,1,9779
1619,6,229922
1620,1,1881
1621,1,2882
1622,1,3883
1623,1,4884
1624,1,5885
1625,1,6886
1626,1,7887
1627,1,8888
1628,1,9889
1629,4,79497
1630,1,1991
1631,1,2992
1632,1,3993
1633,1,4994
1634,1,5995
1635,1,6996
1636,1,7997
1637,1,8998
1638,1,9999
1639,2,11011
1640,2,3113
1641,2,5115
1642,2,7117
1643,2,9119
1644,3,23232
1645,3,45254
1646,3,67276
1647,3,89298
1648,3,112211
1649,2,12221
1650,2,3333
1651,2,5335
1652,2,7337
1653,2,9339
1654,3,25652
1655,3,47674
1656,3,69696
1657,21,8813200023188
1658,3,125521
1659,2,13431
1660,2,3553
1661,0,1661
1662,2,7557
1663,2,9559
1664,7,1136311
1665,4,99099
1666,5,475574
1667,9,88555588
1668,3,138831
1669,2,14641
1670,2,3773
1671,2,5775
1672,2,7777
1673,2,9779
1674,4,59895
1676,16,5233333325
1678,4,293392
1679,2,15851
1680,2,3993
1681,2,5995
1682,2,7997
1683,2,9999
1684,3,22022
1685,3,44044
1686,3,66066
1687,3,88088
1688,3,155551
1689,4,56265
1690,3,7337
1691,4,25652
1692,4,69696
1693,4,125521
1694,2,12221
1695,3,46464
1696,3,68486
1697,5,881188
1698,3,168861
1699,6,233332
1700,1,1771
1701,1,2772
1702,1,3773
1703,1,4774
1704,1,5775
1705,1,6776
1706,1,7777
1707,1,8778
1708,1,9779
1709,6,229922
1710,1,1881
1711,1,2882
1712,1,3883
1713,1,4884
1714,1,5885
1715,1,6886
1716,1,7887
1717,1,8888
1718,1,9889
1719,4,79497
1720,1,1991
1721,1,2992
1722,1,3993
1723,1,4994
1724,1,5995
1725,1,6996
1726,1,7997
1727,1,8998
1728,1,9999
1729,2,11011
1730,2,3113
1731,2,5115
1732,2,7117
1733,2,9119
1734,3,23232
1735,3,45254
1736,3,67276
1737,3,89298
1738,3,112211
1739,2,12221
1740,2,3333
1741,2,5335
1742,2,7337
1743,2,9339
1744,3,25652
1745,3,47674
1746,3,69696
1747,21,8813200023188
1748,3,125521
1749,2,13431
1750,2,3553
1751,2,5555
1752,2,7557
1753,2,9559
1754,7,1136311
1755,4,99099
1756,5,475574
1757,9,88555588
1758,3,138831
1759,2,14641
1760,2,3773
1761,2,5775
1762,2,7777
1763,2,9779
1764,4,59895
1766,16,5233333325
1768,4,293392
1769,2,15851
1770,2,3993
1771,0,1771
1772,2,7997
1773,2,9999
1774,3,22022
1775,3,44044
1776,3,66066
1777,3,88088
1778,3,155551
1779,4,56265
1780,3,7337
1781,4,25652
1782,4,69696
1783,4,125521
1784,2,12221
1785,3,46464
1786,3,68486
1787,5,881188
1788,3,168861
1789,6,233332
1790,3,7777
1791,5,59895
1792,17,5233333325
1793,5,293392
1794,3,26862
1795,3,48884
1796,5,449944
1797,13,8836886388
1798,18,89540004598
1799,6,229922
1800,1,1881
1801,1,2882
1802,1,3883
1803,1,4884
1804,1,5885
1805,1,6886
1806,1,7887
1807,1,8888
1808,1,9889
1809,4,79497
1810,1,1991
1811,1,2992
1812,1,3993
1813,1,4994
1814,1,5995
1815,1,6996
1816,1,7997
1817,1,8998
1818,1,9999
1819,2,11011
1820,2,3113
1821,2,5115
1822,2,7117
1823,2,9119
1824,3,23232
1825,3,45254
1826,3,67276
1827,3,89298
1828,3,112211
1829,2,12221
1830,2,3333
1831,2,5335
1832,2,7337
1833,2,9339
1834,3,25652
1835,3,47674
1836,3,69696
1837,21,8813200023188
1838,3,125521
1839,2,13431
1840,2,3553
1841,2,5555
1842,2,7557
1843,2,9559
1844,7,1136311
1845,4,99099
1846,5,475574
1847,9,88555588
1848,3,138831
1849,2,14641
1850,2,3773
1851,2,5775
1852,2,7777
1853,2,9779
1854,4,59895
1856,16,5233333325
1858,4,293392
1859,2,15851
1860,2,3993
1861,2,5995
1862,2,7997
1863,2,9999
1864,3,22022
1865,3,44044
1866,3,66066
1867,3,88088
1868,3,155551
1869,4,56265
1870,3,7337
1871,4,25652
1872,4,69696
1873,4,125521
1874,2,12221
1875,3,46464
1876,3,68486
1877,5,881188
1878,3,168861
1879,6,233332
1880,3,7777
1881,0,1881
1882,17,5233333325
1883,5,293392
1884,3,26862
1885,3,48884
1886,5,449944
1887,13,8836886388
1888,18,89540004598
1889,6,229922
1890,5,69696
1891,3,12221
1892,4,68486
1893,4,168861
1894,13,52788725
1895,4,91619
1896,6,993399
1897,16,133697796331
1898,7,2322232
1899,4,79497
1900,1,1991
1901,1,2992
1902,1,3993
1903,1,4994
1904,1,5995
1905,1,6996
1906,1,7997
1907,1,8998
1908,1,9999
1909,2,11011
1910,2,3113
1911,2,5115
1912,2,7117
1913,2,9119
1914,3,23232
1915,3,45254
1916,3,67276
1917,3,89298
1918,3,112211
1919,2,12221
1920,2,3333
1921,2,5335
1922,2,7337
1923,2,9339
1924,3,25652
1925,3,47674
1926,3,69696
